egoid,venues_all
1618,v0357|v0594|v0812|v0982
1619,v0049|v0102|v0109|v0155|v0209|v0221|v0333|v0430|v0599|v0654|v0697|v0831|v0873|v0974|v0994
1620,v0337|v0426
1621,v0069|v0170|v0251|v0974|v0994|v1082|v1113
1622,v0357|v0594|v0812|v0982
1623,v0050|v0337|v0340|v0974|v0992|v0999|v1074
1624,v0105|v0401|v0938
1625,v0127|v0274|v0430|v0602|v0603|v0793|v0812|v0890|v0979|v1074
1626,v0087|v0177|v0974|v0992|v0994
1627,v0827|v0992|v1000|v1001
1628,v0960|v0974
1629,v0050|v0337|v0340|v0974|v0992|v0999|v1074
1630,v0378|v0992|v0994|v0998|v1082
1631,v0110|v0245|v0247|v0493|v0626|v0649|v0718|v0979|v0998
1632,v0087|v0197|v0262|v0358|v0389|v0520|v0974|v0992
1633,v0340|v0342|v0994|v1006
1634,v0320|v0665|v0793|v0975|v0992|v0993|v0994
1635,v0087|v0138|v0648|v0653|v0665|v0678|v0939|v0960|v0974
1636,v0337|v0426
1637,v0064|v0212|v0975|v0994|v1037
1638,v0035|v0602|v0717|v0951|v0986
1639,v0191|v0245|v0283|v0366|v0611|v0619|v0647|v0738|v0740|v0760|v0771|v0974|v0975|v0992|v0993|v0995|v1017
1640,v0320|v0665|v0793|v0975|v0992|v0993|v0994
1641,v0391|v0513|v0665|v0869|v0992|v0993|v0994
1642,v0340|v0342|v0994|v1006
1643,v0090|v0199|v0202|v0291|v0605|v0618
1644,v0110|v0245|v0247|v0493|v0626|v0649|v0718|v0979|v0998
1645,v0069|v0170|v0251|v0974|v0994|v1082|v1113
1646,v0047|v0065|v0787|v0974|v0992
1647,v0087|v0197|v0262|v0358|v0389|v0520|v0974|v0992
1648,v0040|v0348|v0998
1649,v0827|v0992|v1000|v1001
1650,v0071|v0790|v0800|v0900|v0913|v0992|v0993
1651,v0541|v1078|v1109
1652,v0050|v0974|v0975|v0992|v1000|v1074
1653,v0050|v0337|v0340|v0974|v0992|v0999|v1074
1654,v0014|v0223|v0227|v0437|v0550|v0768|v0773
1655,v0035|v0602|v0717|v0951|v0986
1656,v0139|v0621|v0917|v0955|v0993|v0994|v0998
1657,v0223|v0665|v0793|v1014
1658,v0357|v0594|v0812|v0982
1659,v0021|v0106|v0138|v0185|v0215|v0227|v0457|v0564|v0850|v0891|v0920|v0974|v0992|v0995|v0998|v1001|v1010|v1135
1660,v0620|v0623|v0652|v0715|v0718|v1000|v1001
1661,v0266|v0269|v0365|v0366|v0644|v0703|v0762|v0766|v0773
1662,v0325|v0647|v0770|v0787|v0876|v0898|v0974|v0979|v0992|v1049|v1077
1663,v0551|v0788|v0901|v0974|v0992|v1038
1664,v0105|v0401|v0938
1665,v0340|v0342|v0994|v1006
1666,v0018|v0027|v0237|v0343|v0640|v0729|v0793|v0833
1667,v0136|v0405|v0817|v0981
1668,v0358|v0364|v0830|v0974|v0992
1669,v0551|v0788|v0901|v0974|v0992|v1038
1670,v0263|v0353|v0360|v0389|v0556|v0787|v1195
1671,v0364|v0431|v0520|v0802|v0974|v0978|v0992|v1074
1672,v0087|v0138|v0648|v0653|v0665|v0678|v0939|v0960|v0974
1673,v0087|v0244|v0245|v0247|v0796|v0917|v0953|v0960|v0963|v0974|v0975|v0992|v0998|v1013
1674,v0358|v0364|v0830|v0974|v0992
1675,v0127|v0185|v0389|v0665|v0890|v0974|v0977|v0992|v0994|v0999|v1032|v1033|v1043|v1045|v1065|v1080
1676,v0620|v0623|v0652|v0715|v0718|v1000|v1001
1677,v0049|v0102|v0109|v0155|v0209|v0221|v0333|v0430|v0599|v0654|v0697|v0831|v0873|v0974|v0994
1678,v0109|v0239|v0358|v0430|v0512|v0513|v0746|v0856|v0936|v0999
1679,v0127|v0274|v0430|v0602|v0603|v0793|v0812|v0890|v0979|v1074
1680,v0339|v0504|v0636|v0947|v0979|v1046
1681,v0266|v0269|v0365|v0366|v0644|v0703|v0762|v0766|v0773
1682,v0069|v0170|v0251|v0974|v0994|v1082|v1113
1683,v0188|v0278|v0291|v0970|v0974|v0984|v1031|v1032
1684,v0391|v0513|v0665|v0869|v0992|v0993|v0994
1685,v0015|v0221|v0223|v0389|v0662|v0992
1686,v0176|v0998
1687,v0087|v0177|v0974|v0992|v0994
1688,v0139|v0621|v0917|v0955|v0993|v0994|v0998
1689,v0001|v0025|v0109|v0240|v0599|v0603|v0731
1690,v0134|v0302|v0318|v0739|v0974|v0975|v0977|v0988|v0992|v0995|v0999|v1000|v1010|v1062|v1067|v1142
1691,v0551|v0788|v0901|v0974|v0992|v1038
1692,v0198|v0615|v0960|v0974|v0992
1693,v0109|v0239|v0358|v0430|v0512|v0513|v0746|v0856|v0936|v0999
1694,v0134|v0302|v0318|v0739|v0974|v0975|v0977|v0988|v0992|v0995|v0999|v1000|v1010|v1062|v1067|v1142
1695,v0134|v0302|v0318|v0739|v0974|v0975|v0977|v0988|v0992|v0995|v0999|v1000|v1010|v1062|v1067|v1142
1696,v0337|v0426
1697,v0087|v0088|v0089|v0185|v0238|v0346|v0380|v0550|v0718|v0758|v0761|v0769|v0782|v0886|v0916|v0917|v0998
1698,v0358|v0364|v0513|v0520|v0974|v0992
1699,v0031|v0275|v0588|v0593|v0974|v0975|v0992|v0993
1700,v0221|v0297|v0378|v0419|v0432|v0537|v0589|v0864|v0974|v0975|v0992|v0995|v0998|v1000|v1084|v1104
1701,v0364|v0431|v0520|v0802|v0974|v0978|v0992|v1074
1702,v0278|v0289|v0974|v0975|v0992|v0998|v1000|v1070
1703,v0050|v0730|v0791|v0917|v0979|v1010
1704,v0178|v0361|v0398|v0818|v0836|v0857|v1029|v1083
1705,v0139|v0621|v0917|v0955|v0993|v0994|v0998
1706,v0130|v0389|v0527|v0974|v0983|v0992|v0995
1707,v0001|v0025|v0109|v0240|v0599|v0603|v0731
1708,v0049|v0974|v0992
1709,v0364|v0431|v0520|v0802|v0974|v0978|v0992|v1074
1710,v0110|v0245|v0247|v0493|v0626|v0649|v0718|v0979|v0998
1711,v0127|v0274|v0430|v0602|v0603|v0793|v0812|v0890|v0979|v1074
1712,v0097|v0572|v0734
1713,v0337|v0426
1714,v0110|v0245|v0247|v0493|v0626|v0649|v0718|v0979|v0998
1715,v0050|v0337|v0340|v0974|v0992|v0999|v1074
1716,v0087|v0244|v0245|v0247|v0796|v0917|v0953|v0960|v0963|v0974|v0975|v0992|v0998|v1013
1717,v0097|v0177|v0274|v0314|v0469|v0572|v0810|v0815|v0951|v1110
1718,v0064|v0212|v0975|v0994|v1037
1719,v0071|v0790|v0800|v0900|v0913|v0992|v0993
1720,v0033|v0596|v0820|v0974
1721,v0035|v0602|v0717|v0951|v0986
1722,v0176|v0177|v0185|v0192|v0193|v0804|v0840|v0851|v0894|v0974|v0975|v0978|v0992|v1000|v1043|v1065|v1074
1723,v0021|v0106|v0138|v0185|v0215|v0227|v0457|v0564|v0850|v0891|v0920|v0974|v0992|v0995|v0998|v1001|v1010|v1135
1724,v0191|v0245|v0283|v0366|v0611|v0619|v0647|v0738|v0740|v0760|v0771|v0974|v0975|v0992|v0993|v0995|v1017
1725,v0358|v0364|v0830|v0974|v0992
1726,v0302|v0566|v0572|v0665|v0974|v0975|v0992|v0994|v0998
1727,v0221|v0297|v0378|v0419|v0432|v0537|v0589|v0864|v0974|v0975|v0992|v0995|v0998|v1000|v1084|v1104
1728,v0188|v0278|v0291|v0970|v0974|v0984|v1031|v1032
1729,v0087|v0177|v0974|v0992|v0994
1730,v0050|v0663|v0738|v0771|v0992|v0993|v0994
1731,v0198|v0615|v0960|v0974|v0992
1732,v0325|v0647|v0770|v0787|v0876|v0898|v0974|v0979|v0992|v1049|v1077
1733,v0960|v0974
1734,v0047|v0065|v0787|v0974|v0992
1735,v0620|v0623|v0652|v0715|v0718|v1000|v1001
1736,v0551|v0788|v0901|v0974|v0992|v1038
1737,v0223|v0665|v0793|v1014
1738,v0050|v0663|v0738|v0771|v0992|v0993|v0994
1739,v0188|v0278|v0291|v0970|v0974|v0984|v1031|v1032
1740,v0223|v0665|v0793|v1014
1741,v0035|v0602|v0717|v0951|v0986
1742,v0109|v0363|v0364|v0522|v0663|v0814|v0816|v0985|v1191|v1195
1743,v0620|v0623|v0652|v0715|v0718|v1000|v1001
1744,v0109|v0239|v0358|v0430|v0512|v0513|v0746|v0856|v0936|v0999
1745,v0090|v0199|v0202|v0291|v0605|v0618
1746,v0121|v0520|v0974|v0992|v0994|v0998|v1198
1747,v0266|v0269|v0365|v0366|v0644|v0703|v0762|v0766|v0773
1748,v0033|v0596|v0820|v0974
1749,v0188|v0278|v0291|v0970|v0974|v0984|v1031|v1032
1750,v0015|v0221|v0223|v0389|v0662|v0992
1751,v0288|v0326|v0844|v0974|v0992|v0994|v0998|v1062
1752,v0069|v0170|v0251|v0974|v0994|v1082|v1113
1753,v0325|v0647|v0770|v0787|v0876|v0898|v0974|v0979|v0992|v1049|v1077
1754,v0036|v0047|v0231|v0548|v0576|v0599|v0642|v0647|v0716|v0812|v0998
1755,v0049|v0102|v0109|v0155|v0209|v0221|v0333|v0430|v0599|v0654|v0697|v0831|v0873|v0974|v0994
1756,v0109|v0363|v0364|v0522|v0663|v0814|v0816|v0985|v1191|v1195
1757,v0176|v0177|v0185|v0192|v0193|v0804|v0840|v0851|v0894|v0974|v0975|v0978|v0992|v1000|v1043|v1065|v1074
1758,v0097|v0572|v0734
1759,v0087|v0244|v0245|v0247|v0796|v0917|v0953|v0960|v0963|v0974|v0975|v0992|v0998|v1013
1760,v0021|v0106|v0138|v0185|v0215|v0227|v0457|v0564|v0850|v0891|v0920|v0974|v0992|v0995|v0998|v1001|v1010|v1135
1761,v0176|v0998
1762,v0087|v0244|v0245|v0247|v0796|v0917|v0953|v0960|v0963|v0974|v0975|v0992|v0998|v1013
1763,v0551|v0788|v0901|v0974|v0992|v1038
1764,v0050|v0730|v0791|v0917|v0979|v1010
1765,v0097|v0177|v0274|v0314|v0469|v0572|v0810|v0815|v0951|v1110
1766,v0661|v0960
1767,v0725|v0726|v0730|v0784|v0809|v0974|v0992|v1180
1768,v0337|v0426
1769,v0725|v0726|v0730|v0784|v0809|v0974|v0992|v1180
1770,v0176|v0211|v0525|v0663|v0793|v0874|v0957|v0974|v0994|v1062
1771,v0041|v0345|v0364|v0461|v0513|v0539|v0727|v0762|v0776|v0842|v0879|v0916|v0974|v0992|v1046
1772,v0015|v0221|v0223|v0389|v0662|v0992
1773,v0071|v0790|v0800|v0900|v0913|v0992|v0993
1774,v0960|v0974
1775,v0288|v0326|v0844|v0974|v0992|v0994|v0998|v1062
1776,v0121|v0520|v0974|v0992|v0994|v0998|v1198
1777,v0087|v0244|v0245|v0247|v0796|v0917|v0953|v0960|v0963|v0974|v0975|v0992|v0998|v1013
1778,v0021|v0106|v0138|v0185|v0215|v0227|v0457|v0564|v0850|v0891|v0920|v0974|v0992|v0995|v0998|v1001|v1010|v1135
1779,v0340|v0342|v0994|v1006
1780,v0071|v0790|v0800|v0900|v0913|v0992|v0993
1781,v0378|v0992|v0994|v0998|v1082
1782,v0358|v0364|v0513|v0520|v0974|v0992
1783,v0176|v0177|v0185|v0192|v0193|v0804|v0840|v0851|v0894|v0974|v0975|v0978|v0992|v1000|v1043|v1065|v1074
1784,v0401|v0907|v0992|v0994|v1104|v1129
1785,v0288|v0326|v0844|v0974|v0992|v0994|v0998|v1062
1786,v0346|v0793|v0992|v0998
1787,v0325|v0647|v0770|v0787|v0876|v0898|v0974|v0979|v0992|v1049|v1077
1788,v0176|v0855|v0892|v0906|v0974
1789,v0191|v0245|v0283|v0366|v0611|v0619|v0647|v0738|v0740|v0760|v0771|v0974|v0975|v0992|v0993|v0995|v1017
1790,v0223|v0665|v0793|v1014
1791,v0176|v0177|v0185|v0192|v0193|v0804|v0840|v0851|v0894|v0974|v0975|v0978|v0992|v1000|v1043|v1065|v1074
1792,v0096|v0176|v0391|v0421|v0430|v0489|v0507|v0511|v0576
1793,v0127|v0274|v0430|v0602|v0603|v0793|v0812|v0890|v0979|v1074
1794,v0661|v0960
1795,v0544|v0545|v0588|v0631
1796,v0096|v0176|v0391|v0421|v0430|v0489|v0507|v0511|v0576
1797,v0325|v0647|v0770|v0787|v0876|v0898|v0974|v0979|v0992|v1049|v1077
1798,v0358|v0364|v0513|v0520|v0974|v0992
1799,v0320|v0665|v0793|v0975|v0992|v0993|v0994
1800,v0087|v0088|v0089|v0185|v0238|v0346|v0380|v0550|v0718|v0758|v0761|v0769|v0782|v0886|v0916|v0917|v0998
1801,v0136|v0405|v0817|v0981
1802,v0176|v0211|v0525|v0663|v0793|v0874|v0957|v0974|v0994|v1062
1803,v0109|v0974|v0979
1804,v0245|v0357|v0365|v0955|v0989|v1154
1805,v0127|v0185|v0389|v0665|v0890|v0974|v0977|v0992|v0994|v0999|v1032|v1033|v1043|v1045|v1065|v1080
1806,v0087|v0088|v0089|v0185|v0238|v0346|v0380|v0550|v0718|v0758|v0761|v0769|v0782|v0886|v0916|v0917|v0998
1807,v0041|v0345|v0364|v0461|v0513|v0539|v0727|v0762|v0776|v0842|v0879|v0916|v0974|v0992|v1046
1808,v0042|v0448|v0552|v0921|v0998
1809,v0097|v0177|v0274|v0314|v0469|v0572|v0810|v0815|v0951|v1110
1810,v0337|v0426
1811,v0358|v0364|v0830|v0974|v0992
1812,v0337|v0338|v0339|v0391|v0427|v0571|v0635|v0665|v1110|v1204
1813,v0947|v0975|v0992|v0994|v1012
1814,v0021|v0106|v0138|v0185|v0215|v0227|v0457|v0564|v0850|v0891|v0920|v0974|v0992|v0995|v0998|v1001|v1010|v1135
1815,v0097|v0177|v0274|v0314|v0469|v0572|v0810|v0815|v0951|v1110
1816,v0049|v0102|v0109|v0155|v0209|v0221|v0333|v0430|v0599|v0654|v0697|v0831|v0873|v0974|v0994
1817,v0015|v0221|v0223|v0389|v0662|v0992
1818,v0033|v0596|v0820|v0974
1819,v0346|v0793|v0992|v0998
1820,v0391|v0513|v0665|v0869|v0992|v0993|v0994
1821,v0960|v0974
1822,v0105|v0401|v0938
1823,v0288|v0326|v0844|v0974|v0992|v0994|v0998|v1062
1824,v0391|v0513|v0665|v0869|v0992|v0993|v0994
1825,v0042|v0448|v0552|v0921|v0998
1826,v0021|v0106|v0138|v0185|v0215|v0227|v0457|v0564|v0850|v0891|v0920|v0974|v0992|v0995|v0998|v1001|v1010|v1135
1827,v0001|v0025|v0109|v0240|v0599|v0603|v0731
1828,v0358|v0364|v0513|v0520|v0974|v0992
1829,v0320|v0665|v0793|v0975|v0992|v0993|v0994
1830,v0378|v0992|v0994|v0998|v1082
1831,v0337|v0426
1832,v0401|v0907|v0992|v0994|v1104|v1129
1833,v0031|v0998
1834,v0725|v0726|v0730|v0784|v0809|v0974|v0992|v1180
1835,v0031|v0275|v0588|v0593|v0974|v0975|v0992|v0993
1836,v0050|v0730|v0791|v0917|v0979|v1010
1837,v0134|v0302|v0318|v0739|v0974|v0975|v0977|v0988|v0992|v0995|v0999|v1000|v1010|v1062|v1067|v1142
1838,v0087|v0088|v0089|v0185|v0238|v0346|v0380|v0550|v0718|v0758|v0761|v0769|v0782|v0886|v0916|v0917|v0998
1839,v0020|v0218|v0223|v0280|v0317|v0340|v0343|v0389|v0550|v0769|v0773|v0779|v0780|v0857|v0859|v1053
1840,v0036|v0047|v0231|v0548|v0576|v0599|v0642|v0647|v0716|v0812|v0998
1841,v0661|v0960
1842,v0071|v0790|v0800|v0900|v0913|v0992|v0993
1843,v0127|v0185|v0389|v0665|v0890|v0974|v0977|v0992|v0994|v0999|v1032|v1033|v1043|v1045|v1065|v1080
1844,v0050|v0663|v0738|v0771|v0992|v0993|v0994
1845,v0087|v0177|v0974|v0992|v0994
1846,v0121|v0520|v0974|v0992|v0994|v0998|v1198
1847,v0136|v0405|v0817|v0981
1848,v0033|v0596|v0820|v0974
1849,v0050|v0337|v0340|v0974|v0992|v0999|v1074
1850,v0090|v0199|v0202|v0291|v0605|v0618
1851,v0544|v0545|v0588|v0631
1852,v0071|v0790|v0800|v0900|v0913|v0992|v0993
1853,v0087|v0088|v0089|v0185|v0238|v0346|v0380|v0550|v0718|v0758|v0761|v0769|v0782|v0886|v0916|v0917|v0998
1854,v0015|v0221|v0223|v0389|v0662|v0992
1855,v0109|v0363|v0364|v0522|v0663|v0814|v0816|v0985|v1191|v1195
1856,v0221|v0297|v0378|v0419|v0432|v0537|v0589|v0864|v0974|v0975|v0992|v0995|v0998|v1000|v1084|v1104
1857,v0064|v0212|v0975|v0994|v1037
1858,v0018|v0027|v0237|v0343|v0640|v0729|v0793|v0833
1859,v0064|v0212|v0975|v0994|v1037
1860,v0320|v0665|v0793|v0975|v0992|v0993|v0994
1861,v0176|v0998
1862,v0014|v0223|v0227|v0437|v0550|v0768|v0773
1863,v0391|v0513|v0665|v0869|v0992|v0993|v0994
1864,v0087|v0088|v0089|v0185|v0238|v0346|v0380|v0550|v0718|v0758|v0761|v0769|v0782|v0886|v0916|v0917|v0998
1865,v0049|v0974|v0992
1866,v0198|v0615|v0960|v0974|v0992
1867,v0031|v0998
1868,v0090|v0199|v0202|v0291|v0605|v0618
1869,v0097|v0572|v0734
1870,v0320|v0665|v0793|v0975|v0992|v0993|v0994
1871,v0127|v0274|v0430|v0602|v0603|v0793|v0812|v0890|v0979|v1074
1872,v0040|v0348|v0998
1873,v0302|v0566|v0572|v0665|v0974|v0975|v0992|v0994|v0998
1874,v0725|v0726|v0730|v0784|v0809|v0974|v0992|v1180
1875,v0346|v0793|v0992|v0998
1876,v0827|v0992|v1000|v1001
1877,v0325|v0647|v0770|v0787|v0876|v0898|v0974|v0979|v0992|v1049|v1077
1878,v0087|v0138|v0648|v0653|v0665|v0678|v0939|v0960|v0974
1879,v0357|v0594|v0812|v0982
1880,v0090|v0199|v0202|v0291|v0605|v0618
1881,v0041|v0345|v0364|v0461|v0513|v0539|v0727|v0762|v0776|v0842|v0879|v0916|v0974|v0992|v1046
1882,v0139|v0621|v0917|v0955|v0993|v0994|v0998
1883,v0127|v0185|v0389|v0665|v0890|v0974|v0977|v0992|v0994|v0999|v1032|v1033|v1043|v1045|v1065|v1080
1884,v0035|v0602|v0717|v0951|v0986
1885,v0047|v0065|v0787|v0974|v0992
1886,v0121|v0520|v0974|v0992|v0994|v0998|v1198
1887,v0357|v0594|v0812|v0982
1888,v0391|v0513|v0665|v0869|v0992|v0993|v0994
1889,v0097|v0572|v0734
1890,v0097|v0572|v0734
1891,v0096|v0176|v0391|v0421|v0430|v0489|v0507|v0511|v0576
1892,v0245|v0357|v0365|v0955|v0989|v1154
1893,v0035|v0602|v0717|v0951|v0986
1894,v0266|v1060
1895,v0069|v0170|v0251|v0974|v0994|v1082|v1113
1896,v0337|v0338|v0339|v0391|v0427|v0571|v0635|v0665|v1110|v1204
1897,v0040|v0348|v0998
1898,v0337|v0338|v0339|v0391|v0427|v0571|v0635|v0665|v1110|v1204
1899,v0109|v0363|v0364|v0522|v0663|v0814|v0816|v0985|v1191|v1195
1900,v0049|v0974|v0992
1901,v0087|v0244|v0245|v0247|v0796|v0917|v0953|v0960|v0963|v0974|v0975|v0992|v0998|v1013
1902,v0001|v0025|v0109|v0240|v0599|v0603|v0731
1903,v0176|v0855|v0892|v0906|v0974
1904,v0176|v0855|v0892|v0906|v0974
1905,v0049|v0102|v0109|v0155|v0209|v0221|v0333|v0430|v0599|v0654|v0697|v0831|v0873|v0974|v0994
1906,v0325|v0647|v0770|v0787|v0876|v0898|v0974|v0979|v0992|v1049|v1077
1907,v0049|v0102|v0109|v0155|v0209|v0221|v0333|v0430|v0599|v0654|v0697|v0831|v0873|v0974|v0994
1908,v0401|v0907|v0992|v0994|v1104|v1129
1909,v0340|v0342|v0994|v1006
1910,v0221|v0297|v0378|v0419|v0432|v0537|v0589|v0864|v0974|v0975|v0992|v0995|v0998|v1000|v1084|v1104
1911,v0042|v0448|v0552|v0921|v0998
1912,v0087|v0088|v0089|v0185|v0238|v0346|v0380|v0550|v0718|v0758|v0761|v0769|v0782|v0886|v0916|v0917|v0998
1913,v0121|v0520|v0974|v0992|v0994|v0998|v1198
1914,v0097|v0572|v0734
1915,v0827|v0992|v1000|v1001
1916,v0064|v0212|v0975|v0994|v1037
1917,v0544|v0545|v0588|v0631
1918,v0127|v0185|v0389|v0665|v0890|v0974|v0977|v0992|v0994|v0999|v1032|v1033|v1043|v1045|v1065|v1080
1919,v0087|v0138|v0648|v0653|v0665|v0678|v0939|v0960|v0974
1920,v0358|v0364|v0830|v0974|v0992
1921,v0176|v0177|v0185|v0192|v0193|v0804|v0840|v0851|v0894|v0974|v0975|v0978|v0992|v1000|v1043|v1065|v1074
1922,v0357|v0594|v0812|v0982
1923,v0127|v0274|v0430|v0602|v0603|v0793|v0812|v0890|v0979|v1074
1924,v0339|v0504|v0636|v0947|v0979|v1046
1925,v0050|v0663|v0738|v0771|v0992|v0993|v0994
1926,v0278|v0289|v0974|v0975|v0992|v0998|v1000|v1070
1927,v0033|v0596|v0820|v0974
1928,v0551|v0788|v0901|v0974|v0992|v1038
1929,v0033|v0596|v0820|v0974
1930,v0337|v0338|v0339|v0391|v0427|v0571|v0635|v0665|v1110|v1204
1931,v0096|v0176|v0391|v0421|v0430|v0489|v0507|v0511|v0576
1932,v0096|v0176|v0391|v0421|v0430|v0489|v0507|v0511|v0576
1933,v0041|v0345|v0364|v0461|v0513|v0539|v0727|v0762|v0776|v0842|v0879|v0916|v0974|v0992|v1046
1934,v0378|v0992|v0994|v0998|v1082
1935,v0266|v0269|v0365|v0366|v0644|v0703|v0762|v0766|v0773
1936,v0050|v0337|v0340|v0974|v0992|v0999|v1074
1937,v0401|v0907|v0992|v0994|v1104|v1129
1938,v0188|v0278|v0291|v0970|v0974|v0984|v1031|v1032
1939,v0031|v0275|v0588|v0593|v0974|v0975|v0992|v0993
1940,v0087|v0177|v0974|v0992|v0994
1941,v0551|v0788|v0901|v0974|v0992|v1038
1942,v0064|v0212|v0975|v0994|v1037
1943,v0096|v0176|v0391|v0421|v0430|v0489|v0507|v0511|v0576
1944,v0139|v0621|v0917|v0955|v0993|v0994|v0998
1945,v0401|v0907|v0992|v0994|v1104|v1129
1946,v0947|v0975|v0992|v0994|v1012
1947,v0087|v0088|v0089|v0185|v0238|v0346|v0380|v0550|v0718|v0758|v0761|v0769|v0782|v0886|v0916|v0917|v0998
1948,v0087|v0197|v0262|v0358|v0389|v0520|v0974|v0992
1949,v0198|v0615|v0960|v0974|v0992
1950,v0960|v0974
1951,v0040|v0348|v0998
1952,v0015|v0221|v0223|v0389|v0662|v0992
1953,v0263|v0353|v0360|v0389|v0556|v0787|v1195
1954,v0245|v0357|v0365|v0955|v0989|v1154
1955,v0130|v0389|v0527|v0974|v0983|v0992|v0995
1956,v0339|v0504|v0636|v0947|v0979|v1046
1957,v0049|v0974|v0992
1958,v0071|v0790|v0800|v0900|v0913|v0992|v0993
1959,v0001|v0025|v0109|v0240|v0599|v0603|v0731
1960,v0097|v0177|v0274|v0314|v0469|v0572|v0810|v0815|v0951|v1110
1961,v0730|v0992|v1199
1962,v0041|v0345|v0364|v0461|v0513|v0539|v0727|v0762|v0776|v0842|v0879|v0916|v0974|v0992|v1046
1963,v0087|v0177|v0974|v0992|v0994
1964,v0136|v0405|v0817|v0981
1965,v0049|v0102|v0109|v0155|v0209|v0221|v0333|v0430|v0599|v0654|v0697|v0831|v0873|v0974|v0994
1966,v0087|v0244|v0245|v0247|v0796|v0917|v0953|v0960|v0963|v0974|v0975|v0992|v0998|v1013
1967,v0378|v0992|v0994|v0998|v1082
1968,v0302|v0566|v0572|v0665|v0974|v0975|v0992|v0994|v0998
1969,v0110|v0245|v0247|v0493|v0626|v0649|v0718|v0979|v0998
1970,v0014|v0223|v0227|v0437|v0550|v0768|v0773
1971,v0551|v0788|v0901|v0974|v0992|v1038
1972,v0947|v0975|v0992|v0994|v1012
1973,v0127|v0185|v0389|v0665|v0890|v0974|v0977|v0992|v0994|v0999|v1032|v1033|v1043|v1045|v1065|v1080
1974,v0050|v0337|v0340|v0974|v0992|v0999|v1074
1975,v0096|v0176|v0391|v0421|v0430|v0489|v0507|v0511|v0576
1976,v0139|v0621|v0917|v0955|v0993|v0994|v0998
1977,v0378|v0992|v0994|v0998|v1082
1978,v0033|v0596|v0820|v0974
1979,v0391|v0513|v0665|v0869|v0992|v0993|v0994
1980,v0340|v0342|v0994|v1006
1981,v0097|v0572|v0734
1982,v0136|v0405|v0817|v0981
1983,v0087|v0138|v0648|v0653|v0665|v0678|v0939|v0960|v0974
1984,v0097|v0177|v0274|v0314|v0469|v0572|v0810|v0815|v0951|v1110
1985,v0042|v0448|v0552|v0921|v0998
1986,v0620|v0623|v0652|v0715|v0718|v1000|v1001
1987,v0130|v0389|v0527|v0974|v0983|v0992|v0995
1988,v0288|v0326|v0844|v0974|v0992|v0994|v0998|v1062
1989,v0087|v0197|v0262|v0358|v0389|v0520|v0974|v0992
1990,v0064|v0212|v0975|v0994|v1037
1991,v0198|v0615|v0960|v0974|v0992
1992,v0827|v0992|v1000|v1001
1993,v0035|v0602|v0717|v0951|v0986
1994,v0109|v0363|v0364|v0522|v0663|v0814|v0816|v0985|v1191|v1195
1995,v0551|v0788|v0901|v0974|v0992|v1038
1996,v0551|v0788|v0901|v0974|v0992|v1038
1997,v0176|v0998
1998,v0040|v0348|v0998
1999,v0391|v0513|v0665|v0869|v0992|v0993|v0994
2000,v0087|v0244|v0245|v0247|v0796|v0917|v0953|v0960|v0963|v0974|v0975|v0992|v0998|v1013
2001,v0031|v0275|v0588|v0593|v0974|v0975|v0992|v0993
2002,v0087|v0177|v0974|v0992|v0994
2003,v0050|v0730|v0791|v0917|v0979|v1010
2004,v0178|v0361|v0398|v0818|v0836|v0857|v1029|v1083
2005,v0087|v0138|v0648|v0653|v0665|v0678|v0939|v0960|v0974
2006,v0544|v0545|v0588|v0631
2007,v0340|v0342|v0994|v1006
2008,v0337|v0338|v0339|v0391|v0427|v0571|v0635|v0665|v1110|v1204
2009,v0121|v0520|v0974|v0992|v0994|v0998|v1198
2010,v0031|v0275|v0588|v0593|v0974|v0975|v0992|v0993
2011,v0087|v0177|v0974|v0992|v0994
2012,v0176|v0177|v0185|v0192|v0193|v0804|v0840|v0851|v0894|v0974|v0975|v0978|v0992|v1000|v1043|v1065|v1074
2013,v0109|v0239|v0358|v0430|v0512|v0513|v0746|v0856|v0936|v0999
2014,v0001|v0025|v0109|v0240|v0599|v0603|v0731
2015,v0176|v0998
2016,v0087|v0244|v0245|v0247|v0796|v0917|v0953|v0960|v0963|v0974|v0975|v0992|v0998|v1013
2017,v0105|v0401|v0938
2018,v0541|v1078|v1109
2019,v0198|v0615|v0960|v0974|v0992
2020,v0725|v0726|v0730|v0784|v0809|v0974|v0992|v1180
2021,v0031|v0998
2022,v0346|v0793|v0992|v0998
2023,v0827|v0992|v1000|v1001
2024,v0087|v0177|v0974|v0992|v0994
2025,v0036|v0047|v0231|v0548|v0576|v0599|v0642|v0647|v0716|v0812|v0998
2026,v0031|v0998
2027,v0278|v0289|v0974|v0975|v0992|v0998|v1000|v1070
2028,v0021|v0106|v0138|v0185|v0215|v0227|v0457|v0564|v0850|v0891|v0920|v0974|v0992|v0995|v0998|v1001|v1010|v1135
2029,v0139|v0621|v0917|v0955|v0993|v0994|v0998
2030,v0176|v0177|v0185|v0192|v0193|v0804|v0840|v0851|v0894|v0974|v0975|v0978|v0992|v1000|v1043|v1065|v1074
2031,v0071|v0790|v0800|v0900|v0913|v0992|v0993
2032,v0033|v0596|v0820|v0974
2033,v0401|v0907|v0992|v0994|v1104|v1129
2034,v0357|v0594|v0812|v0982
2035,v0109|v0363|v0364|v0522|v0663|v0814|v0816|v0985|v1191|v1195
