egoid,init_ser_cat,init_cas_cat,init_pers_cat
1596,0,0,0
1597,0,0,0
1598,0,1,1
1599,1+,0,1
1600,0,1,1
1601,1+,0,1
1602,1+,0,1
1603,0,0,0
1604,0,0,0
1605,0,1,1
1606,0,0,0
1607,0,0,0
1608,0,0,0
1609,0,0,0
1610,0,2+,3+
1611,0,1,1
1612,0,2+,3+
1613,0,0,0
1614,0,0,0
1615,0,1,1
1616,0,0,0
1617,0,0,0
1618,0,0,0
1619,0,0,0
1620,0,0,0
1621,0,0,0
1622,1+,0,1
1623,0,0,0
1624,0,0,0
1625,0,1,1
1626,0,1,1
1627,0,0,0
1628,0,0,0
1629,0,0,0
1630,0,2+,3+
1631,0,0,0
1632,0,0,0
1633,0,0,0
1634,0,0,0
1635,0,1,1
1636,1+,0,1
1637,0,0,0
1638,1+,0,1
1639,0,1,1
1640,0,0,0
1641,0,1,1
1642,1+,0,1
1643,0,1,1
1644,0,0,0
1645,0,0,0
1646,0,0,0
1647,1+,0,1
1648,0,0,0
1649,0,0,0
1650,0,0,0
1651,0,1,1
1652,0,0,0
1653,0,0,0
1654,0,0,0
1655,1+,0,1
1656,0,0,0
1657,0,0,0
1658,0,0,0
1659,0,0,0
1660,0,0,0
1661,0,0,0
1662,0,0,0
1663,0,1,1
1664,0,0,0
1665,0,0,0
1666,0,0,0
1667,0,0,0
1668,0,0,0
1669,0,1,1
1670,0,1,1
1671,1+,0,1
1672,0,0,0
1673,1+,0,1
1674,0,1,1
1675,0,0,0
1676,0,1,1
1677,0,0,0
1678,0,0,0
1679,0,0,0
1680,1+,0,1
1681,1+,0,1
1682,0,0,0
1683,0,0,0
1684,0,1,1
1685,0,0,0
1686,0,1,1
1687,1+,0,1
1688,0,0,0
1689,0,0,0
1690,0,0,0
1691,0,0,0
1692,0,1,1
1693,0,2+,2
1694,1+,0,1
1695,0,0,0
1696,0,0,0
1697,0,0,0
1698,0,0,0
1699,1+,0,1
1700,0,0,0
1701,0,0,0
1702,1+,0,1
1703,1+,0,1
1704,1+,0,1
1705,1+,0,1
1706,0,0,0
1707,0,1,1
1708,1+,0,1
1709,0,1,1
1710,0,0,0
1711,0,0,0
1712,0,0,0
1713,0,1,1
1714,0,1,1
1715,0,1,1
1716,0,0,0
1717,0,0,0
1718,1+,0,1
1719,1+,0,1
1720,1+,0,1
1721,1+,0,1
1722,0,1,1
1723,0,0,0
1724,0,0,0
1725,0,0,0
1726,0,0,0
1727,1+,0,1
1728,0,0,0
1729,0,0,0
1730,0,1,1
1731,1+,0,1
1732,0,0,0
1733,0,1,1
1734,0,1,1
1735,0,1,1
1736,0,0,0
1737,1+,0,1
1738,0,0,0
1739,0,0,0
1740,0,0,0
1741,0,1,1
1742,0,0,0
1743,0,0,0
1744,0,0,0
1745,1+,0,1
1746,0,1,1
1747,1+,0,1
1748,0,0,0
1749,0,0,0
1750,0,1,1
1751,1+,0,1
1752,0,1,1
1753,1+,0,1
1754,0,0,0
1755,0,0,0
1756,0,0,0
1757,1+,0,1
1758,1+,0,1
1759,0,1,1
1760,1+,0,1
1761,1+,0,1
1762,0,0,0
1763,0,1,1
1764,0,0,0
1765,0,0,0
1766,1+,0,1
1767,0,1,1
1768,0,0,0
1769,1+,0,1
1770,0,1,1
1771,0,0,0
1772,0,0,0
1773,0,0,0
1774,0,0,0
1775,0,0,0
1776,0,0,0
1777,0,0,0
1778,0,2+,3+
1779,0,0,0
1780,0,1,1
1781,0,0,0
1782,1+,0,1
1783,1+,0,1
1784,0,0,0
1785,0,0,0
1786,0,0,0
1787,0,0,0
1788,0,0,0
1789,0,1,1
1790,0,1,1
1791,0,0,0
1792,0,0,0
1793,1+,0,1
1794,1+,0,1
1795,0,0,0
1796,1+,0,1
1797,0,1,1
1798,0,1,1
1799,1+,0,1
1800,0,0,0
1801,1+,0,1
1802,0,1,1
1803,0,0,0
1804,0,0,0
1805,0,0,0
1806,0,0,0
1807,0,0,0
1808,0,1,1
1809,0,0,0
1810,0,0,0
1811,0,0,0
1812,0,2+,3+
1813,0,1,1
1814,0,0,0
1815,1+,0,1
1816,1+,0,1
1817,0,1,1
1818,0,0,0
1819,0,1,1
1820,0,0,0
1821,1+,0,1
1822,1+,0,1
1823,0,0,0
1824,0,1,1
1825,1+,0,1
1826,0,0,0
1827,1+,0,1
1828,1+,0,1
1829,0,1,1
1830,0,0,0
1831,0,0,0
1832,0,0,0
1833,0,2+,3+
1834,0,1,1
1835,1+,0,1
1836,0,0,0
1837,0,0,0
1838,0,0,0
1839,0,0,0
1840,0,0,0
1841,0,1,1
1842,0,0,0
1843,0,0,0
1844,1+,0,1
1845,1+,0,1
1846,0,0,0
1847,0,0,0
1848,0,1,1
1849,0,0,0
1850,0,0,0
1851,0,1,1
1852,0,1,1
1853,0,0,0
1854,1+,0,1
1855,0,0,0
1856,0,1,1
1857,0,0,0
1858,1+,0,1
1859,0,0,0
1860,1+,0,1
1861,0,0,0
1862,0,0,0
1863,0,0,0
1864,0,0,0
1865,0,1,1
1866,0,0,0
1867,0,0,0
1868,0,0,0
1869,0,0,0
1870,0,0,0
1871,0,0,0
1872,0,1,1
1873,1+,0,1
1874,0,0,0
1875,0,1,1
1876,1+,0,1
1877,0,0,0
1878,1+,0,1
1879,0,0,0
1880,0,0,0
1881,0,0,0
1882,0,0,0
1883,0,0,0
1884,0,1,1
1885,0,0,0
1886,0,0,0
1887,1+,0,1
1888,0,0,0
1889,0,0,0
1890,0,0,0
1891,1+,0,1
1892,1+,0,1
1893,1+,0,1
1894,0,0,0
1895,0,1,1
1896,0,0,0
1897,0,0,0
1898,0,0,0
1899,0,0,0
1900,0,0,0
1901,0,0,0
1902,0,0,0
1903,0,1,1
1904,0,0,0
1905,1+,0,1
1906,0,0,0
1907,0,0,0
1908,0,0,0
1909,1+,0,1
1910,1+,0,1
1911,0,1,1
1912,0,0,0
1913,1+,0,1
1914,0,0,0
1915,0,1,1
1916,1+,0,1
1917,0,0,0
1918,0,0,0
1919,1+,0,1
1920,0,1,1
1921,1+,0,1
1922,0,0,0
1923,0,1,1
1924,1+,0,1
1925,0,0,0
1926,0,0,0
1927,0,0,0
1928,0,0,0
1929,0,0,0
1930,0,0,0
1931,1+,0,1
1932,1+,0,1
1933,0,0,0
1934,0,1,1
1935,1+,0,1
1936,0,0,0
1937,0,0,0
1938,0,0,0
1939,0,0,0
1940,0,1,1
1941,0,0,0
1942,0,0,0
1943,0,0,0
1944,0,0,0
1945,0,0,0
1946,1+,0,1
1947,1+,0,1
1948,0,1,1
1949,1+,0,1
1950,0,0,0
1951,0,0,0
1952,0,0,0
1953,0,1,1
1954,0,1,1
1955,0,0,0
1956,0,0,0
1957,1+,0,1
1958,1+,0,1
1959,0,0,0
1960,0,1,1
1961,0,1,1
1962,0,0,0
1963,0,0,0
1964,0,0,0
1965,0,0,0
1966,1+,0,1
1967,1+,0,1
1968,0,0,0
1969,0,0,0
1970,0,0,0
1971,0,0,0
1972,1+,0,1
1973,0,0,0
1974,0,0,0
1975,0,0,0
1976,1+,0,1
1977,0,0,0
1978,1+,0,1
1979,0,0,0
1980,1+,0,1
1981,0,0,0
1982,0,0,0
1983,1+,0,1
1984,0,0,0
1985,1+,0,1
1986,0,1,1
1987,0,1,1
1988,0,0,0
1989,0,1,1
1990,0,0,0
1991,0,1,1
1992,0,0,0
1993,0,1,1
1994,0,0,0
1995,1+,0,1
1996,1+,0,1
1997,1+,0,1
1998,0,0,0
1999,1+,0,1
2000,1+,0,1
2001,0,0,0
2002,0,1,1
2003,1+,0,1
2004,0,0,0
2005,0,0,0
2006,1+,0,1
2007,0,0,0
2008,0,0,0
2009,0,0,0
2010,1+,0,1
2011,0,0,0
2012,0,0,0
2013,0,0,0
2014,1+,0,1
2015,0,0,0
2016,0,2+,3+
2017,0,0,0
2018,0,0,0
2019,0,0,0
2020,1+,0,1
2021,0,1,1
2022,0,1,1
2023,0,1,1
2024,0,0,0
2025,0,1,1
2026,1+,0,1
2027,0,0,0
2028,0,1,1
2029,0,1,1
2030,0,0,0
2031,0,0,0
2032,0,1,1
2033,1+,0,1
2034,0,0,0
2035,0,1,1
2036,0,0,0
2037,1+,0,1
2038,0,0,0
2039,1+,0,1
2040,0,0,0
2041,1+,0,1
2042,0,0,0
2043,0,2+,3+
2044,0,1,1
2045,0,1,1
2046,1+,0,1
2047,0,0,0
2048,0,1,1
2049,0,0,0
2050,0,0,0
2051,1+,0,1
2052,0,0,0
2053,0,0,0
2054,0,0,0
2055,1+,0,1
2056,0,0,0
2057,1+,0,1
2058,1+,0,1
2059,0,2+,2
2060,0,0,0
2061,1+,0,1
2062,1+,0,1
2063,0,1,1
2064,0,0,0
2065,0,0,0
2066,0,0,0
2067,0,0,0
2068,0,1,1
2069,0,0,0
2070,0,0,0
2071,0,0,0
2072,0,0,0
2073,0,0,0
2074,1+,0,1
2075,0,0,0
2076,0,0,0
2077,0,0,0
2078,0,0,0
2079,0,0,0
2080,1+,0,1
2081,0,0,0
2082,1+,0,1
2083,0,0,0
2084,0,0,0
2085,0,0,0
2086,0,1,1
2087,0,0,0
2088,1+,0,1
2089,0,0,0
2090,0,0,0
2091,0,0,0
2092,0,0,0
2093,1+,0,1
2094,1+,0,1
2095,1+,0,1
2096,0,1,1
2097,0,1,1
2098,1+,0,1
2099,1+,0,1
2100,1+,0,1
2101,0,0,0
2102,0,1,1
2103,1+,0,1
2104,0,1,1
2105,0,2+,2
2106,1+,0,1
2107,1+,0,1
2108,0,0,0
2109,1+,0,1
2110,0,0,0
2111,0,0,0
2112,1+,0,1
2113,1+,0,1
2114,0,0,0
2115,1+,0,1
2116,1+,0,1
2117,0,0,0
2118,0,2+,2
2119,1+,0,1
2120,0,1,1
2121,1+,0,1
2122,0,0,0
2123,0,0,0
2124,0,0,0
2125,0,1,1
2126,1+,0,1
2127,0,1,1
2128,0,0,0
2129,1+,0,1
2130,0,0,0
2131,1+,0,1
2132,0,1,1
2133,1+,0,1
2134,1+,0,1
2135,0,0,0
2136,0,0,0
2137,0,0,0
2138,0,0,0
2139,0,0,0
2140,0,0,0
2141,0,1,1
2142,0,0,0
2143,1+,0,1
2144,0,0,0
2145,0,0,0
2146,1+,0,1
2147,1+,0,1
2148,0,0,0
2149,0,1,1
2150,0,0,0
2151,1+,0,1
2152,0,0,0
2153,0,2+,2
2154,0,0,0
2155,0,0,0
2156,1+,0,1
2157,1+,0,1
2158,0,1,1
2159,0,0,0
2160,1+,0,1
2161,1+,0,1
2162,1+,0,1
2163,0,0,0
2164,0,0,0
2165,0,0,0
2166,0,0,0
2167,1+,0,1
2168,0,0,0
2169,1+,0,1
2170,0,1,1
2171,1+,0,1
2172,0,0,0
2173,1+,0,1
2174,1+,0,1
2175,0,1,1
2176,0,0,0
2177,0,0,0
2178,0,1,1
2179,0,0,0
2180,0,1,1
2181,0,0,0
2182,1+,0,1
2183,0,1,1
2184,0,0,0
2185,1+,0,1
2186,1+,0,1
2187,0,0,0
2188,0,0,0
2189,0,0,0
2190,0,0,0
2191,0,0,0
2192,1+,0,1
2193,1+,0,1
2194,1+,0,1
2195,0,0,0
2196,0,1,1
2197,0,2+,2
2198,1+,0,1
2199,0,1,1
2200,1+,0,1
2201,0,0,0
2202,0,0,0
2203,1+,0,1
2204,0,1,1
2205,0,0,0
2206,0,0,0
2207,1+,0,1
2208,1+,0,1
2209,1+,0,1
2210,0,0,0
2211,0,1,1
2212,0,0,0
2213,0,1,1
2214,0,0,0
2215,0,1,1
2216,0,0,0
2217,0,0,0
2218,0,0,0
2219,1+,0,1
2220,0,0,0
2221,0,1,1
2222,1+,0,1
2223,1+,0,1
2224,0,0,0
2225,1+,0,1
2226,0,0,0
2227,0,1,1
2228,0,0,0
2229,0,0,0
2230,0,0,0
2231,0,0,0
2232,0,0,0
2233,0,0,0
2234,0,1,1
2235,1+,0,1
2236,1+,0,1
2237,0,0,0
2238,0,1,1
2239,0,1,1
2240,1+,0,1
2241,0,1,1
2242,1+,0,1
2243,0,0,0
2244,0,0,0
2245,0,0,0
2246,0,0,0
2247,1+,0,1
2248,1+,0,1
2249,1+,0,1
2250,1+,0,1
2251,0,0,0
2252,1+,0,1
2253,0,0,0
2254,0,0,0
2255,0,1,1
2256,1+,0,1
2257,0,0,0
2258,0,1,1
2259,1+,0,1
2260,1+,0,1
2261,0,0,0
2262,0,0,0
2263,1+,0,1
2264,0,0,0
2265,0,1,1
2266,0,0,0
2267,1+,0,1
2268,0,0,0
2269,0,1,1
2270,0,0,0
2271,0,0,0
2272,0,0,0
2273,1+,0,1
2274,0,0,0
2275,0,0,0
2276,0,2+,3+
2277,0,0,0
2278,1+,0,1
2279,1+,0,1
2280,1+,0,1
2281,1+,0,1
2282,0,0,0
2283,0,0,0
2284,0,0,0
2285,0,0,0
2286,0,0,0
2287,0,0,0
2288,1+,0,1
2289,1+,0,1
2290,0,0,0
2291,0,1,1
2292,0,0,0
2293,0,0,0
2294,0,1,1
2295,0,0,0
2296,0,1,1
2297,0,0,0
2298,0,0,0
2299,1+,0,1
2300,0,0,0
2301,0,0,0
2302,1+,0,1
2303,1+,0,1
2304,1+,0,1
2305,0,0,0
2306,1+,0,1
2307,0,0,0
2308,0,1,1
2309,0,0,0
2310,0,0,0
2311,0,0,0
2312,0,1,1
2313,0,1,1
2314,0,0,0
2315,0,0,0
2316,0,0,0
2317,1+,0,1
2318,1+,0,1
2319,0,0,0
2320,0,0,0
2321,0,1,1
2322,1+,0,1
2323,1+,0,1
2324,1+,0,1
2325,1+,0,1
2326,0,0,0
2327,1+,0,1
2328,1+,0,1
2329,0,0,0
2330,1+,0,1
2331,0,0,0
2332,0,0,0
2333,0,0,0
2334,1+,0,1
2335,0,1,1
2336,0,0,0
2337,0,1,1
2338,0,1,1
2339,0,0,0
2340,0,0,0
2341,0,0,0
2342,0,1,1
2343,0,2+,3+
2344,0,1,1
2345,0,0,0
2346,0,0,0
2347,0,0,0
2348,0,0,0
2349,0,0,0
2350,0,0,0
2351,1+,0,1
2352,0,1,1
2353,1+,0,1
2354,0,1,1
2355,1+,0,1
2356,0,0,0
2357,0,0,0
2358,0,1,1
2359,1+,0,1
2360,0,1,1
2361,0,1,1
2362,0,0,0
2363,0,0,0
2364,0,0,0
2365,0,0,0
2366,0,0,0
2367,1+,0,1
2368,1+,0,1
2369,0,2+,2
2370,0,1,1
2371,0,0,0
2372,0,1,1
2373,1+,0,1
2374,0,1,1
2375,1+,0,1
2376,0,0,0
2377,1+,0,1
2378,0,0,0
2379,1+,0,1
2380,1+,0,1
2381,0,0,0
2382,0,0,0
2383,1+,0,1
2384,0,0,0
2385,0,1,1
2386,0,0,0
2387,0,0,0
2388,0,0,0
2389,0,0,0
2390,0,0,0
2391,0,0,0
2392,1+,0,1
2393,1+,0,1
2394,0,0,0
2395,1+,0,1
2396,0,0,0
2397,0,0,0
2398,0,0,0
2399,0,0,0
2400,0,0,0
2401,1+,0,1
2402,0,1,1
2403,0,0,0
2404,0,0,0
2405,0,0,0
2406,0,0,0
2407,1+,0,1
2408,0,1,1
2409,1+,0,1
2410,0,0,0
2411,1+,0,1
2412,0,0,0
2413,0,1,1
2414,0,0,0
2415,0,2+,3+
2416,0,1,1
2417,0,0,0
2418,1+,0,1
2419,1+,0,1
2420,0,1,1
2421,1+,0,1
2422,0,1,1
2423,0,1,1
2424,0,1,1
2425,0,0,0
2426,0,0,0
2427,0,1,1
2428,0,0,0
2429,0,0,0
2430,0,1,1
2431,0,0,0
2432,0,1,1
2433,0,1,1
2434,1+,0,1
2435,0,0,0
2436,0,0,0
2437,0,0,0
2438,0,0,0
2439,0,0,0
2440,0,0,0
2441,0,0,0
2442,0,2+,3+
2443,0,0,0
2444,0,0,0
2445,0,0,0
2446,0,0,0
2447,0,0,0
2448,0,0,0
2449,1+,0,1
2450,0,0,0
2451,0,1,1
2452,0,0,0
2453,0,0,0
2454,0,1,1
2455,1+,0,1
2456,0,1,1
2457,0,0,0
2458,0,1,1
2459,1+,0,1
2460,0,0,0
2461,1+,0,1
2462,0,0,0
2463,0,0,0
2464,0,0,0
2465,0,0,0
2466,0,0,0
2467,1+,0,1
2468,1+,0,1
2469,0,0,0
2470,0,2+,2
2471,0,1,1
2472,0,0,0
2473,0,0,0
2474,0,0,0
2475,0,0,0
2476,0,0,0
2477,0,0,0
2478,0,1,1
2479,0,0,0
2480,0,0,0
2481,0,0,0
2482,0,0,0
2483,0,0,0
2484,0,0,0
2485,0,1,1
2486,0,0,0
2487,0,0,0
2488,1+,0,1
2489,0,1,1
2490,0,0,0
2491,1+,0,1
2492,0,0,0
2493,0,0,0
2494,0,1,1
2495,0,1,1
2496,1+,0,1
2497,1+,0,1
2498,0,0,0
2499,0,0,0
2500,0,0,0
2501,0,0,0
2502,0,0,0
2503,0,0,0
2504,0,0,0
2505,0,0,0
2506,0,0,0
2507,0,2+,3+
2508,1+,0,1
2509,0,1,1
2510,0,0,0
2511,0,1,1
2512,0,0,0
2513,1+,0,1
2514,0,1,1
2515,1+,0,1
2516,1+,0,1
2517,1+,0,1
2518,0,0,0
2519,0,0,0
2520,0,1,1
2521,0,1,1
2522,1+,0,1
2523,0,0,0
2524,1+,0,1
2525,0,1,1
2526,0,0,0
2527,0,1,1
2528,1+,0,1
2529,0,0,0
2530,0,0,0
2531,1+,0,1
2532,1+,0,1
2533,1+,0,1
2534,1+,0,1
2535,0,1,1
2536,0,1,1
2537,1+,0,1
2538,0,2+,3+
2539,1+,0,1
2540,1+,0,1
2541,0,1,1
2542,0,0,0
2543,0,0,0
2544,0,0,0
2545,0,0,0
2546,0,0,0
2547,0,0,0
2548,0,0,0
2549,0,1,1
2550,0,0,0
2551,1+,0,1
2552,1+,0,1
2553,1+,0,1
2554,0,0,0
2555,0,1,1
2556,0,0,0
2557,0,0,0
2558,0,0,0
2559,0,2+,2
2560,1+,0,1
2561,0,0,0
2562,0,0,0
2563,0,1,1
2564,0,0,0
2565,0,0,0
2566,0,0,0
2567,0,1,1
2568,0,0,0
2569,1+,0,1
2570,0,2+,3+
2571,0,1,1
2572,0,0,0
2573,0,0,0
2574,0,0,0
2575,1+,0,1
2576,1+,0,1
2577,0,1,1
2578,0,0,0
2579,0,1,1
2580,0,0,0
2581,1+,0,1
2582,0,0,0
2583,0,0,0
2584,0,0,0
2585,0,1,1
2586,0,0,0
2587,0,0,0
2588,0,0,0
2589,0,1,1
2590,1+,0,1
2591,0,2+,3+
2592,0,0,0
2593,1+,0,1
2594,0,0,0
2595,0,1,1
2596,0,0,0
2597,0,0,0
2598,0,0,0
2599,0,0,0
2600,0,0,0
2601,0,0,0
2602,1+,0,1
2603,0,0,0
2604,0,0,0
2605,0,1,1
2606,0,0,0
2607,0,0,0
2608,0,0,0
2609,0,0,0
2610,0,1,1
2611,0,1,1
2612,0,0,0
2613,0,0,0
2614,0,0,0
2615,1+,0,1
2616,0,0,0
2617,1+,0,1
2618,0,0,0
2619,0,2+,2
2620,0,0,0
2621,0,0,0
2622,0,1,1
2623,0,0,0
2624,0,0,0
2625,1+,0,1
2626,0,0,0
2627,0,0,0
2628,0,0,0
2629,0,1,1
2630,0,0,0
2631,0,0,0
2632,0,0,0
2633,1+,0,1
2634,0,0,0
2635,0,1,1
2636,0,0,0
2637,0,0,0
2638,0,0,0
2639,0,0,0
2640,1+,0,1
2641,0,0,0
2642,0,0,0
2643,0,0,0
2644,0,1,1
2645,0,1,1
2646,0,0,0
2647,1+,0,1
2648,0,0,0
2649,0,1,1
2650,0,0,0
2651,0,1,1
2652,1+,0,1
2653,0,0,0
2654,1+,0,1
2655,0,0,0
2656,1+,0,1
2657,0,0,0
2658,1+,0,1
2659,1+,0,1
2660,0,0,0
2661,1+,0,1
2662,0,0,0
2663,1+,0,1
2664,0,1,1
2665,0,1,1
2666,0,0,0
2667,0,1,1
2668,0,1,1
2669,0,1,1
2670,1+,0,1
2671,0,0,0
2672,0,2+,2
2673,0,0,0
2674,0,1,1
2675,1+,0,1
2676,1+,0,1
2677,0,0,0
2678,0,0,0
2679,0,2+,3+
2680,0,0,0
2681,0,0,0
2682,0,2+,3+
2683,0,0,0
2684,0,0,0
2685,0,0,0
2686,0,2+,3+
2687,0,1,1
2688,0,1,1
2689,1+,0,1
2690,0,0,0
2691,1+,0,1
2692,0,1,1
2693,1+,0,1
2694,0,0,0
2695,1+,0,1
2696,0,0,0
2697,1+,0,1
2698,0,0,0
2699,0,0,0
2700,0,1,1
2701,0,0,0
2702,1+,0,1
2703,0,0,0
2704,0,0,0
2705,0,0,0
2706,0,0,0
2707,1+,0,1
2708,1+,0,1
2709,0,0,0
2710,1+,0,1
2711,0,0,0
2712,0,1,1
2713,0,0,0
2714,0,0,0
2715,0,0,0
2716,1+,0,1
2717,0,0,0
2718,0,0,0
2719,0,0,0
2720,0,0,0
2721,1+,0,1
2722,0,0,0
2723,0,0,0
2724,0,0,0
2725,0,0,0
2726,0,0,0
2727,0,0,0
2728,0,1,1
2729,0,2+,2
2730,0,0,0
2731,0,1,1
2732,1+,0,1
2733,0,2+,2
2734,1+,0,1
2735,0,1,1
2736,0,0,0
2737,0,2+,2
2738,0,0,0
2739,0,0,0
2740,1+,0,1
2741,0,0,0
2742,0,0,0
2743,0,1,1
2744,1+,0,1
2745,1+,0,1
2746,0,0,0
2747,1+,0,1
2748,0,0,0
2749,0,0,0
2750,0,1,1
2751,0,0,0
2752,0,0,0
2753,0,1,1
2754,0,1,1
2755,0,0,0
2756,0,0,0
2757,0,0,0
2758,0,1,1
2759,0,2+,3+
2760,0,1,1
2761,0,0,0
2762,1+,0,1
2763,1+,0,1
2764,0,0,0
2765,0,1,1
2766,0,1,1
2767,0,1,1
2768,0,0,0
2769,0,1,1
2770,0,1,1
2771,0,1,1
2772,0,0,0
2773,0,0,0
2774,1+,0,1
2775,1+,0,1
2776,1+,0,1
2777,0,0,0
2778,1+,0,1
2779,1+,0,1
2780,1+,0,1
2781,1+,0,1
2782,0,0,0
2783,0,0,0
2784,0,0,0
2785,0,0,0
2786,1+,0,1
2787,0,0,0
2788,0,1,1
2789,0,1,1
2790,1+,0,1
2791,0,0,0
2792,0,0,0
2793,0,0,0
2794,1+,0,1
2795,0,0,0
2796,0,0,0
2797,0,1,1
2798,0,0,0
2799,0,0,0
2800,0,0,0
2801,0,0,0
2802,0,1,1
2803,1+,0,1
2804,0,0,0
2805,0,0,0
2806,0,0,0
2807,0,0,0
2808,0,0,0
2809,0,0,0
2810,0,0,0
2811,0,1,1
2812,0,0,0
2813,0,0,0
2814,0,1,1
2815,0,0,0
2816,0,0,0
2817,0,0,0
2818,0,0,0
2819,0,0,0
2820,1+,0,1
2821,0,1,1
2822,1+,0,1
2823,0,0,0
2824,1+,0,1
2825,0,0,0
2826,1+,0,1
2827,0,0,0
2828,0,0,0
2829,0,0,0
2830,0,0,0
2831,0,0,0
2832,1+,0,1
2833,0,0,0
2834,0,0,0
2835,0,0,0
2836,0,1,1
2837,0,1,1
2838,0,2+,3+
2839,1+,0,1
2840,0,2+,3+
2841,0,0,0
2842,1+,0,1
2843,0,0,0
2844,0,0,0
2845,0,1,1
2846,1+,0,1
2847,0,0,0
2848,1+,0,1
2849,0,0,0
2850,1+,0,1
2851,1+,0,1
2852,0,0,0
2853,0,0,0
2854,0,0,0
2855,0,0,0
2856,1+,0,1
2857,0,1,1
2858,0,0,0
2859,1+,0,1
2860,1+,0,1
2861,0,1,1
2862,1+,0,1
2863,0,0,0
2864,0,1,1
2865,1+,0,1
2866,0,1,1
2867,0,2+,3+
2868,1+,0,1
2869,0,0,0
2870,1+,0,1
2871,0,0,0
2872,0,0,0
2873,0,1,1
2874,0,2+,2
2875,0,1,1
2876,0,1,1
2877,0,1,1
2878,0,0,0
2879,0,0,0
2880,1+,0,1
2881,0,0,0
2882,1+,0,1
2883,0,1,1
2884,1+,0,1
2885,0,1,1
2886,0,0,0
2887,1+,0,1
2888,0,0,0
2889,0,1,1
2890,1+,0,1
2891,0,1,1
2892,1+,0,1
2893,1+,0,1
2894,0,0,0
2895,0,0,0
2896,0,1,1
2897,0,1,1
2898,1+,0,1
2899,0,0,0
2900,0,0,0
2901,0,0,0
2902,0,0,0
2903,0,0,0
2904,1+,0,1
2905,0,0,0
2906,0,1,1
2907,1+,0,1
2908,1+,0,1
2909,1+,0,1
2910,1+,0,1
2911,1+,0,1
2912,0,0,0
2913,0,0,0
2914,0,0,0
2915,0,0,0
2916,0,0,0
2917,0,0,0
2918,1+,0,1
2919,0,0,0
2920,0,1,1
2921,1+,0,1
2922,0,0,0
2923,0,2+,3+
2924,0,0,0
2925,1+,0,1
2926,0,0,0
2927,0,0,0
2928,0,0,0
2929,0,1,1
2930,1+,0,1
2931,0,1,1
2932,0,0,0
2933,0,1,1
2934,1+,0,1
2935,0,0,0
2936,1+,0,1
2937,0,1,1
2938,0,2+,3+
2939,0,0,0
2940,0,2+,2
2941,0,0,0
2942,0,0,0
2943,1+,0,1
2944,0,0,0
2945,0,0,0
2946,0,0,0
2947,1+,0,1
2948,1+,0,1
2949,0,0,0
2950,0,0,0
2951,0,0,0
2952,1+,0,1
2953,0,0,0
2954,0,1,1
2955,1+,0,1
2956,0,2+,3+
2957,0,0,0
2958,0,0,0
2959,0,0,0
2960,1+,0,1
2961,0,0,0
2962,0,1,1
2963,1+,0,1
2964,0,0,0
2965,0,0,0
2966,0,0,0
2967,0,0,0
2968,0,0,0
2969,0,0,0
2970,0,0,0
2971,0,0,0
2972,1+,0,1
2973,0,1,1
2974,0,0,0
2975,1+,0,1
2976,0,0,0
2977,1+,0,1
2978,0,0,0
2979,0,0,0
2980,0,0,0
2981,0,0,0
2982,0,1,1
2983,1+,0,1
2984,0,0,0
2985,0,0,0
2986,0,0,0
2987,0,0,0
2988,1+,0,1
2989,0,0,0
2990,1+,0,1
2991,1+,0,1
2992,0,1,1
2993,1+,0,1
2994,0,0,0
2995,0,1,1
2996,1+,0,1
2997,0,1,1
2998,0,2+,3+
2999,0,1,1
3000,0,0,0
3001,0,2+,2
3002,0,0,0
3003,1+,0,1
3004,0,1,1
3005,0,2+,3+
3006,0,1,1
3007,0,0,0
3008,0,0,0
3009,0,0,0
3010,0,0,0
3011,0,0,0
3012,1+,0,1
3013,0,1,1
3014,1+,0,1
3015,0,1,1
3016,1+,0,1
3017,0,0,0
3018,0,0,0
3019,0,0,0
3020,0,0,0
3021,0,0,0
3022,0,0,0
3023,0,0,0
3024,0,1,1
3025,0,0,0
3026,0,0,0
3027,0,0,0
3028,1+,0,1
3029,0,0,0
3030,0,1,1
3031,0,1,1
3032,0,1,1
3033,0,2+,3+
3034,0,0,0
3035,0,0,0
3036,0,0,0
3037,0,0,0
3038,0,2+,3+
3039,0,0,0
3040,1+,0,1
3041,0,1,1
3042,1+,0,1
3043,1+,0,1
3044,0,0,0
3045,0,0,0
3046,0,0,0
3047,0,0,0
3048,1+,0,1
3049,0,0,0
3050,1+,0,1
3051,0,2+,2
3052,0,2+,2
3053,0,0,0
3054,1+,0,1
3055,0,1,1
3056,0,1,1
3057,1+,0,1
3058,0,0,0
3059,1+,0,1
3060,0,0,0
3061,0,1,1
3062,0,2+,3+
3063,0,0,0
3064,0,0,0
3065,1+,0,1
3066,0,0,0
3067,0,0,0
3068,0,1,1
3069,0,0,0
3070,0,0,0
3071,0,1,1
3072,0,2+,2
3073,1+,0,1
3074,0,1,1
3075,0,0,0
3076,1+,0,1
3077,0,1,1
3078,0,0,0
3079,1+,0,1
3080,1+,0,1
3081,0,1,1
3082,0,0,0
3083,0,0,0
3084,0,0,0
3085,0,0,0
3086,0,0,0
3087,0,1,1
3088,0,0,0
3089,0,0,0
3090,1+,0,1
3091,0,0,0
3092,0,0,0
3093,0,0,0
3094,0,1,1
3095,1+,0,1
3096,0,0,0
