numeric_id,egoid,race_ethnicity,agerange,demographic_bucket,demo_desc
2644,s02644,whiteNH,21to29,2,W/21+
2645,s02645,whiteNH,21to29,2,W/21+
2646,s02646,whiteNH,21to29,2,W/21+
2647,s02647,whiteNH,21to29,2,W/21+
2648,s02648,whiteNH,21to29,2,W/21+
2649,s02649,whiteNH,21to29,2,W/21+
2650,s02650,whiteNH,21to29,2,W/21+
2651,s02651,whiteNH,21to29,2,W/21+
2652,s02652,whiteNH,21to29,2,W/21+
2653,s02653,whiteNH,21to29,2,W/21+
2654,s02654,whiteNH,21to29,2,W/21+
2655,s02655,whiteNH,21to29,2,W/21+
2656,s02656,whiteNH,21to29,2,W/21+
2657,s02657,whiteNH,21to29,2,W/21+
2658,s02658,whiteNH,21to29,2,W/21+
2659,s02659,whiteNH,21to29,2,W/21+
2660,s02660,whiteNH,21to29,2,W/21+
2661,s02661,whiteNH,21to29,2,W/21+
2662,s02662,whiteNH,21to29,2,W/21+
2663,s02663,whiteNH,21to29,2,W/21+
2664,s02664,whiteNH,21to29,2,W/21+
2665,s02665,whiteNH,21to29,2,W/21+
2666,s02666,whiteNH,21to29,2,W/21+
2667,s02667,whiteNH,21to29,2,W/21+
2668,s02668,whiteNH,21to29,2,W/21+
2669,s02669,whiteNH,21to29,2,W/21+
2670,s02670,whiteNH,21to29,2,W/21+
2671,s02671,whiteNH,21to29,2,W/21+
2672,s02672,whiteNH,21to29,2,W/21+
2673,s02673,whiteNH,21to29,2,W/21+
2674,s02674,whiteNH,21to29,2,W/21+
2675,s02675,whiteNH,21to29,2,W/21+
2676,s02676,whiteNH,21to29,2,W/21+
2677,s02677,whiteNH,21to29,2,W/21+
2678,s02678,whiteNH,21to29,2,W/21+
2679,s02679,whiteNH,21to29,2,W/21+
2680,s02680,whiteNH,21to29,2,W/21+
2681,s02681,whiteNH,21to29,2,W/21+
2682,s02682,whiteNH,21to29,2,W/21+
2683,s02683,whiteNH,21to29,2,W/21+
2684,s02684,whiteNH,21to29,2,W/21+
2685,s02685,whiteNH,21to29,2,W/21+
2686,s02686,whiteNH,21to29,2,W/21+
2687,s02687,whiteNH,21to29,2,W/21+
2688,s02688,whiteNH,21to29,2,W/21+
2689,s02689,whiteNH,21to29,2,W/21+
2690,s02690,whiteNH,21to29,2,W/21+
2691,s02691,whiteNH,21to29,2,W/21+
2692,s02692,whiteNH,21to29,2,W/21+
2693,s02693,whiteNH,21to29,2,W/21+
2694,s02694,whiteNH,21to29,2,W/21+
2695,s02695,whiteNH,21to29,2,W/21+
2696,s02696,whiteNH,21to29,2,W/21+
2697,s02697,whiteNH,21to29,2,W/21+
2698,s02698,whiteNH,21to29,2,W/21+
2699,s02699,whiteNH,21to29,2,W/21+
2700,s02700,whiteNH,21to29,2,W/21+
2701,s02701,whiteNH,21to29,2,W/21+
2702,s02702,whiteNH,21to29,2,W/21+
2703,s02703,whiteNH,21to29,2,W/21+
2704,s02704,whiteNH,21to29,2,W/21+
2705,s02705,whiteNH,21to29,2,W/21+
2706,s02706,whiteNH,21to29,2,W/21+
2707,s02707,whiteNH,21to29,2,W/21+
2708,s02708,whiteNH,21to29,2,W/21+
2709,s02709,whiteNH,21to29,2,W/21+
2710,s02710,whiteNH,21to29,2,W/21+
2711,s02711,whiteNH,21to29,2,W/21+
2712,s02712,whiteNH,21to29,2,W/21+
2713,s02713,whiteNH,21to29,2,W/21+
2714,s02714,whiteNH,21to29,2,W/21+
2715,s02715,whiteNH,21to29,2,W/21+
2716,s02716,whiteNH,21to29,2,W/21+
2717,s02717,whiteNH,21to29,2,W/21+
2718,s02718,whiteNH,21to29,2,W/21+
2719,s02719,whiteNH,21to29,2,W/21+
2720,s02720,whiteNH,21to29,2,W/21+
2721,s02721,whiteNH,21to29,2,W/21+
2722,s02722,whiteNH,21to29,2,W/21+
2723,s02723,whiteNH,21to29,2,W/21+
2724,s02724,whiteNH,21to29,2,W/21+
2725,s02725,whiteNH,21to29,2,W/21+
2726,s02726,whiteNH,21to29,2,W/21+
2727,s02727,whiteNH,21to29,2,W/21+
2728,s02728,whiteNH,21to29,2,W/21+
2729,s02729,whiteNH,21to29,2,W/21+
2730,s02730,whiteNH,21to29,2,W/21+
2731,s02731,whiteNH,21to29,2,W/21+
2732,s02732,whiteNH,21to29,2,W/21+
2733,s02733,whiteNH,21to29,2,W/21+
2734,s02734,whiteNH,21to29,2,W/21+
2735,s02735,whiteNH,21to29,2,W/21+
2736,s02736,whiteNH,21to29,2,W/21+
2737,s02737,whiteNH,21to29,2,W/21+
2738,s02738,whiteNH,21to29,2,W/21+
2739,s02739,whiteNH,21to29,2,W/21+
2740,s02740,whiteNH,21to29,2,W/21+
2741,s02741,whiteNH,21to29,2,W/21+
2742,s02742,whiteNH,21to29,2,W/21+
2743,s02743,whiteNH,21to29,2,W/21+
2744,s02744,whiteNH,21to29,2,W/21+
2745,s02745,whiteNH,21to29,2,W/21+
2746,s02746,whiteNH,21to29,2,W/21+
2747,s02747,whiteNH,21to29,2,W/21+
2748,s02748,whiteNH,21to29,2,W/21+
2749,s02749,whiteNH,21to29,2,W/21+
2750,s02750,whiteNH,21to29,2,W/21+
2751,s02751,whiteNH,21to29,2,W/21+
2752,s02752,whiteNH,21to29,2,W/21+
2753,s02753,whiteNH,21to29,2,W/21+
2754,s02754,whiteNH,21to29,2,W/21+
2755,s02755,whiteNH,21to29,2,W/21+
2756,s02756,whiteNH,21to29,2,W/21+
2757,s02757,whiteNH,21to29,2,W/21+
2758,s02758,whiteNH,21to29,2,W/21+
2759,s02759,whiteNH,21to29,2,W/21+
2760,s02760,whiteNH,21to29,2,W/21+
2761,s02761,whiteNH,21to29,2,W/21+
2762,s02762,whiteNH,21to29,2,W/21+
2763,s02763,whiteNH,21to29,2,W/21+
2764,s02764,whiteNH,21to29,2,W/21+
2765,s02765,whiteNH,21to29,2,W/21+
2766,s02766,whiteNH,21to29,2,W/21+
2767,s02767,whiteNH,21to29,2,W/21+
2768,s02768,whiteNH,21to29,2,W/21+
2769,s02769,whiteNH,21to29,2,W/21+
2770,s02770,whiteNH,21to29,2,W/21+
2771,s02771,whiteNH,21to29,2,W/21+
2772,s02772,whiteNH,21to29,2,W/21+
2773,s02773,whiteNH,21to29,2,W/21+
2774,s02774,whiteNH,21to29,2,W/21+
2775,s02775,whiteNH,21to29,2,W/21+
2776,s02776,whiteNH,21to29,2,W/21+
2777,s02777,whiteNH,21to29,2,W/21+
2778,s02778,whiteNH,21to29,2,W/21+
2779,s02779,whiteNH,21to29,2,W/21+
2780,s02780,whiteNH,21to29,2,W/21+
2781,s02781,whiteNH,21to29,2,W/21+
2782,s02782,whiteNH,21to29,2,W/21+
2783,s02783,whiteNH,21to29,2,W/21+
2784,s02784,whiteNH,21to29,2,W/21+
2785,s02785,whiteNH,21to29,2,W/21+
2786,s02786,whiteNH,21to29,2,W/21+
2787,s02787,whiteNH,21to29,2,W/21+
2788,s02788,whiteNH,21to29,2,W/21+
2789,s02789,whiteNH,21to29,2,W/21+
2790,s02790,whiteNH,21to29,2,W/21+
2791,s02791,whiteNH,21to29,2,W/21+
2792,s02792,whiteNH,21to29,2,W/21+
2793,s02793,whiteNH,21to29,2,W/21+
2794,s02794,whiteNH,21to29,2,W/21+
2795,s02795,whiteNH,21to29,2,W/21+
2796,s02796,whiteNH,21to29,2,W/21+
2797,s02797,whiteNH,21to29,2,W/21+
2798,s02798,whiteNH,21to29,2,W/21+
2799,s02799,whiteNH,21to29,2,W/21+
2800,s02800,whiteNH,21to29,2,W/21+
2801,s02801,whiteNH,21to29,2,W/21+
2802,s02802,whiteNH,21to29,2,W/21+
2803,s02803,whiteNH,21to29,2,W/21+
2804,s02804,whiteNH,21to29,2,W/21+
2805,s02805,whiteNH,21to29,2,W/21+
2806,s02806,whiteNH,21to29,2,W/21+
2807,s02807,whiteNH,21to29,2,W/21+
2808,s02808,whiteNH,21to29,2,W/21+
2809,s02809,whiteNH,21to29,2,W/21+
2810,s02810,whiteNH,21to29,2,W/21+
2811,s02811,whiteNH,21to29,2,W/21+
2812,s02812,whiteNH,21to29,2,W/21+
2813,s02813,whiteNH,21to29,2,W/21+
2814,s02814,whiteNH,21to29,2,W/21+
2815,s02815,whiteNH,21to29,2,W/21+
2816,s02816,whiteNH,21to29,2,W/21+
2817,s02817,whiteNH,21to29,2,W/21+
2818,s02818,whiteNH,21to29,2,W/21+
2819,s02819,whiteNH,21to29,2,W/21+
2820,s02820,whiteNH,21to29,2,W/21+
2821,s02821,whiteNH,21to29,2,W/21+
2822,s02822,whiteNH,21to29,2,W/21+
2823,s02823,whiteNH,21to29,2,W/21+
2824,s02824,whiteNH,21to29,2,W/21+
2825,s02825,whiteNH,21to29,2,W/21+
2826,s02826,whiteNH,21to29,2,W/21+
2827,s02827,whiteNH,21to29,2,W/21+
2828,s02828,whiteNH,21to29,2,W/21+
2829,s02829,whiteNH,21to29,2,W/21+
2830,s02830,whiteNH,21to29,2,W/21+
2831,s02831,whiteNH,21to29,2,W/21+
2832,s02832,whiteNH,21to29,2,W/21+
2833,s02833,whiteNH,21to29,2,W/21+
2834,s02834,whiteNH,21to29,2,W/21+
2835,s02835,whiteNH,21to29,2,W/21+
2836,s02836,whiteNH,21to29,2,W/21+
2837,s02837,whiteNH,21to29,2,W/21+
2838,s02838,whiteNH,21to29,2,W/21+
2839,s02839,whiteNH,21to29,2,W/21+
2840,s02840,whiteNH,21to29,2,W/21+
2841,s02841,whiteNH,21to29,2,W/21+
2842,s02842,whiteNH,21to29,2,W/21+
2843,s02843,whiteNH,21to29,2,W/21+
2844,s02844,whiteNH,21to29,2,W/21+
2845,s02845,whiteNH,21to29,2,W/21+
2846,s02846,whiteNH,21to29,2,W/21+
2847,s02847,whiteNH,21to29,2,W/21+
2848,s02848,whiteNH,21to29,2,W/21+
2849,s02849,whiteNH,21to29,2,W/21+
2850,s02850,whiteNH,21to29,2,W/21+
2851,s02851,whiteNH,21to29,2,W/21+
2852,s02852,whiteNH,21to29,2,W/21+
2853,s02853,whiteNH,21to29,2,W/21+
2854,s02854,whiteNH,21to29,2,W/21+
2855,s02855,whiteNH,21to29,2,W/21+
2856,s02856,whiteNH,21to29,2,W/21+
2857,s02857,whiteNH,21to29,2,W/21+
2858,s02858,whiteNH,21to29,2,W/21+
2859,s02859,whiteNH,21to29,2,W/21+
2860,s02860,whiteNH,21to29,2,W/21+
2861,s02861,whiteNH,21to29,2,W/21+
2862,s02862,whiteNH,21to29,2,W/21+
2863,s02863,whiteNH,21to29,2,W/21+
2864,s02864,whiteNH,21to29,2,W/21+
2865,s02865,whiteNH,21to29,2,W/21+
2866,s02866,whiteNH,21to29,2,W/21+
2867,s02867,whiteNH,21to29,2,W/21+
2868,s02868,whiteNH,21to29,2,W/21+
2869,s02869,whiteNH,21to29,2,W/21+
2870,s02870,whiteNH,21to29,2,W/21+
2871,s02871,whiteNH,21to29,2,W/21+
2872,s02872,whiteNH,21to29,2,W/21+
2873,s02873,whiteNH,21to29,2,W/21+
2874,s02874,whiteNH,21to29,2,W/21+
2875,s02875,whiteNH,21to29,2,W/21+
2876,s02876,whiteNH,21to29,2,W/21+
2877,s02877,whiteNH,21to29,2,W/21+
2878,s02878,whiteNH,21to29,2,W/21+
2879,s02879,whiteNH,21to29,2,W/21+
2880,s02880,whiteNH,21to29,2,W/21+
2881,s02881,whiteNH,21to29,2,W/21+
2882,s02882,whiteNH,21to29,2,W/21+
2883,s02883,whiteNH,21to29,2,W/21+
2884,s02884,whiteNH,21to29,2,W/21+
2885,s02885,whiteNH,21to29,2,W/21+
2886,s02886,whiteNH,21to29,2,W/21+
2887,s02887,whiteNH,21to29,2,W/21+
2888,s02888,whiteNH,21to29,2,W/21+
2889,s02889,whiteNH,21to29,2,W/21+
2890,s02890,whiteNH,21to29,2,W/21+
2891,s02891,whiteNH,21to29,2,W/21+
2892,s02892,whiteNH,21to29,2,W/21+
2893,s02893,whiteNH,21to29,2,W/21+
2894,s02894,whiteNH,21to29,2,W/21+
2895,s02895,whiteNH,21to29,2,W/21+
2896,s02896,whiteNH,21to29,2,W/21+
2897,s02897,whiteNH,21to29,2,W/21+
2898,s02898,whiteNH,21to29,2,W/21+
2899,s02899,whiteNH,21to29,2,W/21+
2900,s02900,whiteNH,21to29,2,W/21+
2901,s02901,whiteNH,21to29,2,W/21+
2902,s02902,whiteNH,21to29,2,W/21+
2903,s02903,whiteNH,21to29,2,W/21+
2904,s02904,whiteNH,21to29,2,W/21+
2905,s02905,whiteNH,21to29,2,W/21+
2906,s02906,whiteNH,21to29,2,W/21+
2907,s02907,whiteNH,21to29,2,W/21+
2908,s02908,whiteNH,21to29,2,W/21+
2909,s02909,whiteNH,21to29,2,W/21+
2910,s02910,whiteNH,21to29,2,W/21+
2911,s02911,whiteNH,21to29,2,W/21+
2912,s02912,whiteNH,21to29,2,W/21+
2913,s02913,whiteNH,21to29,2,W/21+
2914,s02914,whiteNH,21to29,2,W/21+
2915,s02915,whiteNH,21to29,2,W/21+
2916,s02916,whiteNH,21to29,2,W/21+
2917,s02917,whiteNH,21to29,2,W/21+
2918,s02918,whiteNH,21to29,2,W/21+
2919,s02919,whiteNH,21to29,2,W/21+
2920,s02920,whiteNH,21to29,2,W/21+
2921,s02921,whiteNH,21to29,2,W/21+
2922,s02922,whiteNH,21to29,2,W/21+
2923,s02923,whiteNH,21to29,2,W/21+
2924,s02924,whiteNH,21to29,2,W/21+
2925,s02925,whiteNH,21to29,2,W/21+
2926,s02926,whiteNH,21to29,2,W/21+
2927,s02927,whiteNH,21to29,2,W/21+
2928,s02928,whiteNH,21to29,2,W/21+
2929,s02929,whiteNH,21to29,2,W/21+
2930,s02930,whiteNH,21to29,2,W/21+
2931,s02931,whiteNH,21to29,2,W/21+
2932,s02932,whiteNH,21to29,2,W/21+
2933,s02933,whiteNH,21to29,2,W/21+
2934,s02934,whiteNH,21to29,2,W/21+
2935,s02935,whiteNH,21to29,2,W/21+
2936,s02936,whiteNH,21to29,2,W/21+
2937,s02937,whiteNH,21to29,2,W/21+
2938,s02938,whiteNH,21to29,2,W/21+
2939,s02939,whiteNH,21to29,2,W/21+
2940,s02940,whiteNH,21to29,2,W/21+
2941,s02941,whiteNH,21to29,2,W/21+
2942,s02942,whiteNH,21to29,2,W/21+
2943,s02943,whiteNH,21to29,2,W/21+
2944,s02944,whiteNH,21to29,2,W/21+
2945,s02945,whiteNH,21to29,2,W/21+
2946,s02946,whiteNH,21to29,2,W/21+
2947,s02947,whiteNH,21to29,2,W/21+
2948,s02948,whiteNH,21to29,2,W/21+
2949,s02949,whiteNH,21to29,2,W/21+
2950,s02950,whiteNH,21to29,2,W/21+
2951,s02951,whiteNH,21to29,2,W/21+
2952,s02952,whiteNH,21to29,2,W/21+
2953,s02953,whiteNH,21to29,2,W/21+
2954,s02954,whiteNH,21to29,2,W/21+
2955,s02955,whiteNH,21to29,2,W/21+
2956,s02956,whiteNH,21to29,2,W/21+
2957,s02957,whiteNH,21to29,2,W/21+
2958,s02958,whiteNH,21to29,2,W/21+
2959,s02959,whiteNH,21to29,2,W/21+
2960,s02960,whiteNH,21to29,2,W/21+
2961,s02961,whiteNH,21to29,2,W/21+
2962,s02962,whiteNH,21to29,2,W/21+
2963,s02963,whiteNH,21to29,2,W/21+
2964,s02964,whiteNH,21to29,2,W/21+
2965,s02965,whiteNH,21to29,2,W/21+
2966,s02966,whiteNH,21to29,2,W/21+
2967,s02967,whiteNH,21to29,2,W/21+
2968,s02968,whiteNH,21to29,2,W/21+
2969,s02969,whiteNH,21to29,2,W/21+
2970,s02970,whiteNH,21to29,2,W/21+
2971,s02971,whiteNH,21to29,2,W/21+
2972,s02972,whiteNH,21to29,2,W/21+
2973,s02973,whiteNH,21to29,2,W/21+
2974,s02974,whiteNH,21to29,2,W/21+
2975,s02975,whiteNH,21to29,2,W/21+
2976,s02976,whiteNH,21to29,2,W/21+
2977,s02977,whiteNH,21to29,2,W/21+
2978,s02978,whiteNH,21to29,2,W/21+
2979,s02979,whiteNH,21to29,2,W/21+
2980,s02980,whiteNH,21to29,2,W/21+
2981,s02981,whiteNH,21to29,2,W/21+
2982,s02982,whiteNH,21to29,2,W/21+
2983,s02983,whiteNH,21to29,2,W/21+
2984,s02984,whiteNH,21to29,2,W/21+
2985,s02985,whiteNH,21to29,2,W/21+
2986,s02986,whiteNH,21to29,2,W/21+
2987,s02987,whiteNH,21to29,2,W/21+
2988,s02988,whiteNH,21to29,2,W/21+
2989,s02989,whiteNH,21to29,2,W/21+
2990,s02990,whiteNH,21to29,2,W/21+
2991,s02991,whiteNH,21to29,2,W/21+
2992,s02992,whiteNH,21to29,2,W/21+
2993,s02993,whiteNH,21to29,2,W/21+
2994,s02994,whiteNH,21to29,2,W/21+
2995,s02995,whiteNH,21to29,2,W/21+
2996,s02996,whiteNH,21to29,2,W/21+
2997,s02997,whiteNH,21to29,2,W/21+
2998,s02998,whiteNH,21to29,2,W/21+
2999,s02999,whiteNH,21to29,2,W/21+
3000,s03000,whiteNH,21to29,2,W/21+
3001,s03001,whiteNH,21to29,2,W/21+
3002,s03002,whiteNH,21to29,2,W/21+
3003,s03003,whiteNH,21to29,2,W/21+
3004,s03004,whiteNH,21to29,2,W/21+
3005,s03005,whiteNH,21to29,2,W/21+
3006,s03006,whiteNH,21to29,2,W/21+
3007,s03007,whiteNH,21to29,2,W/21+
3008,s03008,whiteNH,21to29,2,W/21+
3009,s03009,whiteNH,21to29,2,W/21+
3010,s03010,whiteNH,21to29,2,W/21+
3011,s03011,whiteNH,21to29,2,W/21+
3012,s03012,whiteNH,21to29,2,W/21+
3013,s03013,whiteNH,21to29,2,W/21+
3014,s03014,whiteNH,21to29,2,W/21+
3015,s03015,whiteNH,21to29,2,W/21+
3016,s03016,whiteNH,21to29,2,W/21+
3017,s03017,whiteNH,21to29,2,W/21+
3018,s03018,whiteNH,21to29,2,W/21+
3019,s03019,whiteNH,21to29,2,W/21+
3020,s03020,whiteNH,21to29,2,W/21+
3021,s03021,whiteNH,21to29,2,W/21+
3022,s03022,whiteNH,21to29,2,W/21+
3023,s03023,whiteNH,21to29,2,W/21+
3024,s03024,whiteNH,21to29,2,W/21+
3025,s03025,whiteNH,21to29,2,W/21+
3026,s03026,whiteNH,21to29,2,W/21+
3027,s03027,whiteNH,21to29,2,W/21+
3028,s03028,whiteNH,21to29,2,W/21+
3029,s03029,whiteNH,21to29,2,W/21+
3030,s03030,whiteNH,21to29,2,W/21+
3031,s03031,whiteNH,21to29,2,W/21+
3032,s03032,whiteNH,21to29,2,W/21+
3033,s03033,whiteNH,21to29,2,W/21+
3034,s03034,whiteNH,21to29,2,W/21+
3035,s03035,whiteNH,21to29,2,W/21+
3036,s03036,whiteNH,21to29,2,W/21+
3037,s03037,whiteNH,21to29,2,W/21+
3038,s03038,whiteNH,21to29,2,W/21+
3039,s03039,whiteNH,21to29,2,W/21+
3040,s03040,whiteNH,21to29,2,W/21+
3041,s03041,whiteNH,21to29,2,W/21+
3042,s03042,whiteNH,21to29,2,W/21+
3043,s03043,whiteNH,21to29,2,W/21+
3044,s03044,whiteNH,21to29,2,W/21+
3045,s03045,whiteNH,21to29,2,W/21+
3046,s03046,whiteNH,21to29,2,W/21+
3047,s03047,whiteNH,21to29,2,W/21+
3048,s03048,whiteNH,21to29,2,W/21+
3049,s03049,whiteNH,21to29,2,W/21+
3050,s03050,whiteNH,21to29,2,W/21+
3051,s03051,whiteNH,21to29,2,W/21+
3052,s03052,whiteNH,21to29,2,W/21+
3053,s03053,whiteNH,21to29,2,W/21+
3054,s03054,whiteNH,21to29,2,W/21+
3055,s03055,whiteNH,21to29,2,W/21+
3056,s03056,whiteNH,21to29,2,W/21+
3057,s03057,whiteNH,21to29,2,W/21+
3058,s03058,whiteNH,21to29,2,W/21+
3059,s03059,whiteNH,21to29,2,W/21+
3060,s03060,whiteNH,21to29,2,W/21+
3061,s03061,whiteNH,21to29,2,W/21+
3062,s03062,whiteNH,21to29,2,W/21+
3063,s03063,whiteNH,21to29,2,W/21+
3064,s03064,whiteNH,21to29,2,W/21+
3065,s03065,whiteNH,21to29,2,W/21+
3066,s03066,whiteNH,21to29,2,W/21+
3067,s03067,whiteNH,21to29,2,W/21+
3068,s03068,whiteNH,21to29,2,W/21+
3069,s03069,whiteNH,21to29,2,W/21+
3070,s03070,whiteNH,21to29,2,W/21+
3071,s03071,whiteNH,21to29,2,W/21+
3072,s03072,whiteNH,21to29,2,W/21+
3073,s03073,whiteNH,21to29,2,W/21+
3074,s03074,whiteNH,21to29,2,W/21+
3075,s03075,whiteNH,21to29,2,W/21+
3076,s03076,whiteNH,21to29,2,W/21+
3077,s03077,whiteNH,21to29,2,W/21+
3078,s03078,whiteNH,21to29,2,W/21+
3079,s03079,whiteNH,21to29,2,W/21+
3080,s03080,whiteNH,21to29,2,W/21+
3081,s03081,whiteNH,21to29,2,W/21+
3082,s03082,whiteNH,21to29,2,W/21+
3083,s03083,whiteNH,21to29,2,W/21+
3084,s03084,whiteNH,21to29,2,W/21+
3085,s03085,whiteNH,21to29,2,W/21+
3086,s03086,whiteNH,21to29,2,W/21+
3087,s03087,whiteNH,21to29,2,W/21+
3088,s03088,whiteNH,21to29,2,W/21+
3089,s03089,whiteNH,21to29,2,W/21+
3090,s03090,whiteNH,21to29,2,W/21+
3091,s03091,whiteNH,21to29,2,W/21+
3092,s03092,whiteNH,21to29,2,W/21+
3093,s03093,whiteNH,21to29,2,W/21+
3094,s03094,whiteNH,21to29,2,W/21+
3095,s03095,whiteNH,21to29,2,W/21+
3096,s03096,whiteNH,21to29,2,W/21+
3097,s03097,whiteNH,21to29,2,W/21+
3098,s03098,whiteNH,21to29,2,W/21+
3099,s03099,whiteNH,21to29,2,W/21+
3100,s03100,whiteNH,21to29,2,W/21+
3101,s03101,whiteNH,21to29,2,W/21+
3102,s03102,whiteNH,21to29,2,W/21+
3103,s03103,whiteNH,21to29,2,W/21+
3104,s03104,whiteNH,21to29,2,W/21+
3105,s03105,whiteNH,21to29,2,W/21+
3106,s03106,whiteNH,21to29,2,W/21+
3107,s03107,whiteNH,21to29,2,W/21+
3108,s03108,whiteNH,21to29,2,W/21+
3109,s03109,whiteNH,21to29,2,W/21+
3110,s03110,whiteNH,21to29,2,W/21+
3111,s03111,whiteNH,21to29,2,W/21+
3112,s03112,whiteNH,21to29,2,W/21+
3113,s03113,whiteNH,21to29,2,W/21+
3114,s03114,whiteNH,21to29,2,W/21+
3115,s03115,whiteNH,21to29,2,W/21+
3116,s03116,whiteNH,21to29,2,W/21+
3117,s03117,whiteNH,21to29,2,W/21+
3118,s03118,whiteNH,21to29,2,W/21+
3119,s03119,whiteNH,21to29,2,W/21+
3120,s03120,whiteNH,21to29,2,W/21+
3121,s03121,whiteNH,21to29,2,W/21+
3122,s03122,whiteNH,21to29,2,W/21+
3123,s03123,whiteNH,21to29,2,W/21+
3124,s03124,whiteNH,21to29,2,W/21+
3125,s03125,whiteNH,21to29,2,W/21+
3126,s03126,whiteNH,21to29,2,W/21+
3127,s03127,whiteNH,21to29,2,W/21+
3128,s03128,whiteNH,21to29,2,W/21+
3129,s03129,whiteNH,21to29,2,W/21+
3130,s03130,whiteNH,21to29,2,W/21+
3131,s03131,whiteNH,21to29,2,W/21+
3132,s03132,whiteNH,21to29,2,W/21+
3133,s03133,whiteNH,21to29,2,W/21+
3134,s03134,whiteNH,21to29,2,W/21+
3135,s03135,whiteNH,21to29,2,W/21+
3136,s03136,whiteNH,21to29,2,W/21+
3137,s03137,whiteNH,21to29,2,W/21+
3138,s03138,whiteNH,21to29,2,W/21+
3139,s03139,whiteNH,21to29,2,W/21+
3140,s03140,whiteNH,21to29,2,W/21+
3141,s03141,whiteNH,21to29,2,W/21+
3142,s03142,whiteNH,21to29,2,W/21+
3143,s03143,whiteNH,21to29,2,W/21+
3144,s03144,whiteNH,21to29,2,W/21+
3145,s03145,whiteNH,21to29,2,W/21+
3146,s03146,whiteNH,21to29,2,W/21+
3147,s03147,whiteNH,21to29,2,W/21+
3148,s03148,whiteNH,21to29,2,W/21+
3149,s03149,whiteNH,21to29,2,W/21+
3150,s03150,whiteNH,21to29,2,W/21+
3151,s03151,whiteNH,21to29,2,W/21+
3152,s03152,whiteNH,21to29,2,W/21+
3153,s03153,whiteNH,21to29,2,W/21+
3154,s03154,whiteNH,21to29,2,W/21+
3155,s03155,whiteNH,21to29,2,W/21+
3156,s03156,whiteNH,21to29,2,W/21+
3157,s03157,whiteNH,21to29,2,W/21+
3158,s03158,whiteNH,21to29,2,W/21+
3159,s03159,whiteNH,21to29,2,W/21+
3160,s03160,whiteNH,21to29,2,W/21+
3161,s03161,whiteNH,21to29,2,W/21+
3162,s03162,whiteNH,21to29,2,W/21+
3163,s03163,whiteNH,21to29,2,W/21+
3164,s03164,whiteNH,21to29,2,W/21+
3165,s03165,whiteNH,21to29,2,W/21+
3166,s03166,whiteNH,21to29,2,W/21+
3167,s03167,whiteNH,21to29,2,W/21+
3168,s03168,whiteNH,21to29,2,W/21+
3169,s03169,whiteNH,21to29,2,W/21+
3170,s03170,whiteNH,21to29,2,W/21+
3171,s03171,whiteNH,21to29,2,W/21+
3172,s03172,whiteNH,21to29,2,W/21+
3173,s03173,whiteNH,21to29,2,W/21+
3174,s03174,whiteNH,21to29,2,W/21+
3175,s03175,whiteNH,21to29,2,W/21+
3176,s03176,whiteNH,21to29,2,W/21+
3177,s03177,whiteNH,21to29,2,W/21+
3178,s03178,whiteNH,21to29,2,W/21+
3179,s03179,whiteNH,21to29,2,W/21+
3180,s03180,whiteNH,21to29,2,W/21+
3181,s03181,whiteNH,21to29,2,W/21+
3182,s03182,whiteNH,21to29,2,W/21+
3183,s03183,whiteNH,21to29,2,W/21+
3184,s03184,whiteNH,21to29,2,W/21+
3185,s03185,whiteNH,21to29,2,W/21+
3186,s03186,whiteNH,21to29,2,W/21+
3187,s03187,whiteNH,21to29,2,W/21+
3188,s03188,whiteNH,21to29,2,W/21+
3189,s03189,whiteNH,21to29,2,W/21+
3190,s03190,whiteNH,21to29,2,W/21+
3191,s03191,whiteNH,21to29,2,W/21+
3192,s03192,whiteNH,21to29,2,W/21+
3193,s03193,whiteNH,21to29,2,W/21+
3194,s03194,whiteNH,21to29,2,W/21+
3195,s03195,whiteNH,21to29,2,W/21+
3196,s03196,whiteNH,21to29,2,W/21+
3197,s03197,whiteNH,21to29,2,W/21+
3198,s03198,whiteNH,21to29,2,W/21+
3199,s03199,whiteNH,21to29,2,W/21+
3200,s03200,whiteNH,21to29,2,W/21+
3201,s03201,whiteNH,21to29,2,W/21+
3202,s03202,whiteNH,21to29,2,W/21+
3203,s03203,whiteNH,21to29,2,W/21+
3204,s03204,whiteNH,21to29,2,W/21+
3205,s03205,whiteNH,21to29,2,W/21+
3206,s03206,whiteNH,21to29,2,W/21+
3207,s03207,whiteNH,21to29,2,W/21+
3208,s03208,whiteNH,21to29,2,W/21+
3209,s03209,whiteNH,21to29,2,W/21+
3210,s03210,whiteNH,21to29,2,W/21+
3211,s03211,whiteNH,21to29,2,W/21+
3212,s03212,whiteNH,21to29,2,W/21+
3213,s03213,whiteNH,21to29,2,W/21+
3214,s03214,whiteNH,21to29,2,W/21+
3215,s03215,whiteNH,21to29,2,W/21+
3216,s03216,whiteNH,21to29,2,W/21+
3217,s03217,whiteNH,21to29,2,W/21+
3218,s03218,whiteNH,21to29,2,W/21+
3219,s03219,whiteNH,21to29,2,W/21+
3220,s03220,whiteNH,21to29,2,W/21+
3221,s03221,whiteNH,21to29,2,W/21+
3222,s03222,whiteNH,21to29,2,W/21+
3223,s03223,whiteNH,21to29,2,W/21+
3224,s03224,whiteNH,21to29,2,W/21+
